# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#gene symbol	HGNC	phenotype	inheritance	omim_number	pmid	inheritance info	comment	Phenotype categories (multiple columns)
B9D1	24123	?Meckel syndrome 9	AR	614209				
B9D1	24123	Joubert syndrome 27	AR	617120				
B9D2	28636	?Meckel syndrome 10	AR	614175				
B9D2	28636	Joubert syndrome 34	AR	614175				
BAAT	932	Hypercholanemia, familial	DR;AR	607748				
BAG3	939	Cardiomyopathy, dilated, 1HH	AD	613881				
BAG3	939	Myopathy, myofibrillar, 6	AD	612954				
BANF1	17397	Nestor-Guillermo progeria syndrome	AR	614008				
BAP1	950	Tumor predisposition syndrome	AD	614327				
BARD1	952	{Breast cancer, susceptibility to}	AD	114480				
BBIP1	28093	?Bardet-Biedl syndrome 18	AR	615995				
BBS1	966	Bardet-Biedl syndrome 1	AR;DR	209900				
BBS10	26291	Bardet-Biedl syndrome 10	AR	615987				
BBS12	26648	Bardet-Biedl syndrome 12	AR	615989				
BBS2	967	Bardet-Biedl syndrome 2	AR	615981				
BBS2	967	Retinitis pigmentosa 74	AR	616562				
BBS4	969	Bardet-Biedl syndrome 4	AR	615982				
BBS5	970	Bardet-Biedl syndrome 5	AR	615983				
BBS7	18758	Bardet-Biedl syndrome 7	AR	615984				
BBS9	30000	Bardet-Biedl syndrome 9	AR	615986				
BCAP31	16695	Deafness, dystonia, and cerebral hypomyelination	XR	300475				
BCAT2	977	?Hypervalinemia or hyperleucine-isoleucinemia	AR		29481666			
BCKDHA	986	Maple syrup urine disease, type Ia	AR	248600				
BCKDHB	987	Maple syrup urine disease, type Ib	AR	248600				
BCKDK	16902	Branched-chain ketoacid dehydrogenase kinase deficiency	AR	614923				
BCL10	989	?Immunodeficiency 37	AR	616098				
BCL11A	13221	Dias-Logan syndrome	AD	617101				
BCL11B	13222	?Immunodeficiency 49	AD	617237				
BCMO1	13815	?Hypercarotenemia and vitamin A deficiency, autosomal dominant	AD	115300				
BCOR	20893	Microphthalmia, syndromic 2	XD	300166				
BCS1L	1020	Bjornstad syndrome	AR	262000				
BCS1L	1020	GRACILE syndrome	AR	603358				
BCS1L	1020	Leigh syndrome	AR	256000				
BCS1L	1020	Mitochondrial complex III deficiency, nuclear type 1	AR	124000				
BDNF	1033	Central hypoventilation syndrome, congenital	AD	209880				
BEAN1	24160	Spinocerebellar ataxia	AD	117210				
BEST1	12703	Bestrophinopathy, autosomal recessive	AR	611809				
BEST1	12703	Macular dystrophy, vitelliform, 2	AD	153700				
BEST1	12703	Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma	AD	193220				
BEST1	12703	Vitreoretinochoroidopathy	AD	193220				
BFSP1	1040	Cataract 33, multiple types	AR;AD	611391				
BFSP2	1041	Cataract 12, multiple types	AD	611597				
BGN	1044	Spondyloepimetaphyseal dysplasia, X-linked	XR	300106				
BGN	1044	Meester-Loeys syndrome	X	300989				
BHLHA9	35126	?Camptosynpolydactyly, complex	AR	607539				
BHLHA9	35126	Syndactyly, mesoaxial synostotic, with phalangeal reduction	AR	609432				
BICC1	19351	{Renal dysplasia, cystic, susceptibility to}	AD	601331				
BICD2	17208	Spinal muscular atrophy, lower extremity-predominant, 2, AD	AD	615290				
BIN1	1052	Centronuclear myopathy 2	AR	255200				
BLK	1057	Maturity-onset diabetes of the young, type 11	AD	613375				
BLM	1058	Bloom syndrome	AR	210900				
BLNK	14211	?Agammaglobulinemia 4	AR	613502				
BLOC1S3	20914	Hermansky-Pudlak syndrome 8	AR	614077				
BLVRA	1062	Hyperbiliverdinemia	AR	614156			Fjerner AD arvegang, svakt dokumentert, lav penetrans eller ikke reelt	
BMP1	1067	Osteogenesis imperfecta, type XIII	AR	614856				
BMP15	1068	Ovarian dysgenesis 2	X	300510				
BMP15	1068	Premature ovarian failure 4	X	300510				
BMP2	1069	Brachydactyly, type A2	AD	112600				
BMP2	1069	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies	AD	617877				
BMP4	1071	Microphthalmia, syndromic 6	AD	607932				
BMP4	1071	Orofacial cleft 11	AD	600625	19249007			
BMPER	24154	Diaphanospondylodysostosis	AR	608022				
BMPR1A	1076	Juvenile polyposis syndrome, infantile form	AD	174900				
BMPR1A	1076	Polyposis syndrome, hereditary mixed, 2	AD	610069				
BMPR1A	1076	Polyposis, juvenile intestinal	AD	174900				
BMPR1B	1077	Acromesomelic dysplasia, Demirhan type	AR	609441				
BMPR1B	1077	Brachydactyly, type A1, D	AD	616849				
BMPR1B	1077	Brachydactyly, type A2	AD	112600				
BMPR2	1078	Pulmonary hypertension, familial primary, 1, with or without HHT	AD	178600				
BMPR2	1078	Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated	AD	178600				
BMPR2	1078	Pulmonary venoocclusive disease 1	AD	265450				
BMS1	23505	?Aplasia cutis congenita, nonsyndromic	AD	107600				
BOLA3	24415	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	AR	614299				
BPGM	1093	Erythrocytosis due to bisphosphoglycerate mutase deficiency	AR	222800				
BPTF	3581	Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	AD	617755				
BRAF	1097	Cardiofaciocutaneous syndrome	AD	115150				
BRAF	1097	LEOPARD syndrome 3	AD	613707				
BRAF	1097	Noonan syndrome 7	AD	613706				
BRAT1	21701	Rigidity and multifocal seizure syndrome, lethal neonatal	AR	614498				
BRCA1	1100	Fanconi anemia, complementation group S	AR	617883				
BRCA2	1101	Fanconi anemia, complementation group D1	AR	605724				
BRCA2	1101	Wilms tumor	SMu;AD	194070				
BRDT	1105	?Spermatogenic failure 21	AR	617644				
BRF1	11551	Cerebellofaciodental syndrome	AR	616202				
BRIP1	20473	Breast cancer, early-onset	AD	114480				
BRIP1	20473	Fanconi anemia, complementation group J	AR	609054				
BRPF1	14255	Intellectual developmental disorder with dysmorphic facies and ptosis	AD	617333				
BRWD3	17342	Mental retardation, X-linked 93	XR	300659				
BSCL2	15832	Encephalopathy, progressive, with or without lipodystrophy	AR	615924				
BSCL2	15832	Lipodystrophy, congenital generalized, type 2	AR	269700				
BSCL2	15832	Neuropathy, distal hereditary motor, type VA	AD	600794				
BSCL2	15832	Silver spastic paraplegia syndrome	AD	270685				
BSND	16512	Bartter syndrome, type 4a	AR	602522				
BSND	16512	Sensorineural deafness with mild renal dysfunction	AR	602522				
BTD	1122	Biotinidase deficiency	AR	253260				
BTK	1133	Agammaglobulinemia and isolated hormone deficiency	XR	307200				
BTK	1133	Agammaglobulinemia, X-linked 1	XR	300755				
BUB1	1148	Colorectal cancer with chromosomal instability	AD		23747338; 29448935		Kimbanevarianter er en sjelden Ã¥rsak til Ã¸kt risiko for tarmkreft	
BUB1B	1149	Mosaic variegated aneuploidy syndrome 1	AR	257300				
BVES	1152	?Muscular dystrophy, limb-girdle, type 2X	AR	616812				
C10orf2	1160	Mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	AR	271245				
C10orf2	1160	Perrault syndrome 5	AR	616138				
C10orf2	1160	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3	AD	609286				
C11orf83	34399	?Mitochondrial complex III deficiency, nuclear type 9	AR	616111				
C12orf57	29521	Temtamy syndrome	AR	218340				
C12orf65	26784	Combined oxidative phosphorylation deficiency 7	AR	613559				
C12orf65	26784	Spastic paraplegia 55, autosomal recessive	AR	615035				
C15orf41	26929	Dyserythropoietic anemia, congenital, type Ib	AR	615631				
C19orf12	25443	?Spastic paraplegia 43, autosomal recessive	AR	615043				
C19orf12	25443	Neurodegeneration with brain iron accumulation 4	AR	614298				
C19orf70	33702	Mitochondrial encephalopathy, hepatopathy and lactate acidosis	AR		27485409			
C1orf172	26624	?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	AD	617337				
C1QA	1241	C1q deficiency	AR	613652				
C1QB	1242	C1q deficiency	AR	613652				
C1QBP	1243	Combined oxidative phosphorylation deficiency 33	AR	617713				
C1QC	1245	C1q deficiency	AR	613652				
C1QTNF5	14344	Retinal degeneration, late-onset, autosomal dominant	AD	605670				
C1S	1247	C1s deficiency	AR	613783				
C1S	1247	Ehlers-Danlos syndrome, periodontal type, 2	AD	617174				
C2	1248	C2 deficiency	AR	217000				
C21orf2	1260	Retinal dystrophy with macular staphyloma	AR	617547				
C21orf2	1260	Spondylometaphyseal dysplasia, axial	AR	602271				
C21orf59	1301	Ciliary dyskinesia, primary, 26	AR	615500				
C2CD3	24564	?Orofaciodigital syndrome XIV	AR	615948				
C2orf71	34383	Retinitis pigmentosa 54	AR	613428				
C3	1318	C3 deficiency	AR	613779				
C4A	1323	C4A deficiency	AR	614380	22387014		C4 kopitall fremviser stor variasjon i normalpopulasjon. Komplett homozygositet for null-alleler er en av de sterkeste risikofaktorer for SLE	
C4B	1324	C4B deficiency	AR	614379	22387014		C4 kopitall fremviser stor variasjon i normalpopulasjon. Komplett homozygositet for null-alleler er en av de sterkeste risikofaktorer for SLE	
C4orf26	26300	Amelogenesis imperfecta, type IIA4	AR	614832				
C5	1331	C5 deficiency	AR	609536				
C5orf42	25801	Joubert syndrome 17	AR	614615				
C5orf42	25801	Orofaciodigital syndrome VI	AR	277170				
C6	1339	C6 deficiency	AR;AD	612446				
C6	1339	Combined C6/C7 deficiency	AR;AD					
C6orf25	13937	?Thrombocytopenia, anemia, and myelofibrosis	AR	617441				
C7	1346	C7 deficiency	AR	610102				
C8A	1352	C8 deficiency, type I	AR	613790				
C8B	1353	C8 deficiency, type II	AR	613789				
C8orf37	27232	Bardet-Biedl syndrome 21	AR	617406				
C8orf37	27232	Cone-rod dystrophy 16	AR	614500				
C8orf37	27232	Retinitis pigmentosa 64	AR	614500				
C9	1358	C9 deficiency	AR	613825				
CA12	1371	Hyperchlorhidrosis, isolated	AR	143860				
CA2	1373	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis	AR	259730				
CA4	1375	Retinitis pigmentosa 17	AD	600852				
CA5A	1377	Hyperammonemia due to carbonic anhydrase VA deficiency	AR	615751				
CA8	1382	Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3	AR	613227				
CABP2	1385	Deafness, autosomal recessive 93	AR	614899				
CABP4	1386	Cone-rod synaptic disorder, congenital nonprogressive	AR	610427				
CACNA1A	1388	Epileptic encephalopathy, early infantile, 42	AD	617106				
CACNA1A	1388	Episodic ataxia, type 2	AD	108500				
CACNA1A	1388	Migraine, familial hemiplegic, 1	AD	141500				
CACNA1A	1388	Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia	AD	141500				
CACNA1A	1388	Spinocerebellar ataxia 6	AD	183086				
CACNA1B	1389	?Dystonia 23	AD	614860				
CACNA1C	1390	Brugada syndrome 3	AD	611875				
CACNA1C	1390	Timothy syndrome	AD	601005				
CACNA1D	1391	Primary aldosteronism, seizures, and neurologic abnormalities	AD	615474				
CACNA1D	1391	Sinoatrial node dysfunction and deafness	AR	614896				
CACNA1F	1393	Aland Island eye disease	X	300600				
CACNA1F	1393	Cone-rod dystrophy, X-linked, 3	XR	300476				
CACNA1F	1393	Night blindness, congenital stationary (incomplete), 2A, X-linked	X	300071				
CACNA1G	1394	Spinocerebellar ataxia 42	AD	616795				
CACNA1H	1395	Hyperaldosteronism, familial, type IV	AD	617027				
CACNA1S	1397	Hypokalemic periodic paralysis, type 1	AD	170400				
CACNA2D2	1400	Epileptic encephalopathy	AR		24358150			
CACNA2D4	20202	Retinal cone dystrophy 4	AR	610478				
CACNB2	1402	Brugada syndrome 4	AD	611876				
CACNB4	1404	Episodic ataxia, type 5	AD	613855				
CACNG2	1406	?Mental retardation, autosomal dominant 10	AD	614256				
CAD	1424	Epileptic encephalopathy, early infantile, 50	AR	616457				
CALM1	1442	Long QT syndrome 14	AD	616247				
CALM1	1442	Ventricular tachycardia, catecholaminergic polymorphic, 4	AD	614916				
CALM2	1445	Long QT syndrome 15	AD	616249				
CALR3	20407	?Cardiomyopathy, hypertrophic, 19	AD	613875				
CAMK2A	1460	Mental retardation, autosomal dominant 53	AD	617798				
CAMK2B	1461	Mental retardation, autosomal dominant 54	AD	617799				
CAMTA1	18806	Cerebellar ataxia, nonprogressive, with mental retardation	AD	614756				
CANT1	19721	Desbuquois dysplasia 1	AR	251450				
CANT1	19721	Epiphyseal dysplasia, multiple, 7	AR	617719				
CAPN1	1476	Spastic paraplegia 76, autosomal recessive	AR	616907				
CAPN3	1480	Muscular dystrophy, limb-girdle, type 2A	AR	253600				
CAPN5	1482	Vitreoretinopathy, neovascular inflammatory	AD	193235				
CARD11	16393	B-cell expansion with NFKB and T-cell anergy	AD	616452				
CARD11	16393	Immunodeficiency 11A	AR	615206				
CARD11	16393	Immunodeficiency 11B with atopic dermatitis	AD	617638				
CARD14	16446	Pityriasis rubra pilaris	AD	173200				
CARD14	16446	Psoriasis 2	AD	602723				
CARD9	16391	Candidiasis, familial, 2, autosomal recessive	AR	212050				
CARS2	25695	Combined oxidative phosphorylation deficiency 27	AR	616672				
CASC5	24054	Microcephaly 4, primary, autosomal recessive	AR	604321				
CASK	1497	FG syndrome 4	X	300422				
CASK	1497	Mental retardation and microcephaly with pontine and cerebellar hypoplasia	XD	300749				
CASK	1497	Mental retardation, with or without nystagmus	X	300422				
CASP10	1500	Autoimmune lymphoproliferative syndrome, type II	AD	603909				
CASP14	1502	Ichthyosis, congenital, autosomal recessive 12	AR	617320				
CASP8	1509	?Autoimmune lymphoproliferative syndrome, type IIB	AR	607271				
CASQ1	1512	Myopathy, vacuolar, with CASQ1 aggregates	AD	616231				
CASQ2	1513	Ventricular tachycardia, catecholaminergic polymorphic, 2	AR	611938				
CASR	1514	Hypercalciuric hypercalcemia	AD					
CASR	1514	Hyperparathyroidism, neonatal	AR;AD	239200				
CASR	1514	Hypocalcemia, autosomal dominant	AD	601198				
CASR	1514	Hypocalcemia, autosomal dominant, with Bartter syndrome	AD	601198				
CASR	1514	Hypocalciuric hypercalcemia, type I	AD	145980				
CAST	1515	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads	AR	616295				
CAT	1516	Acatalasemia	AR	614097				
CATSPER1	17116	Spermatogenic failure 7	AR	612997				
CAV1	1527	?Lipodystrophy, congenital generalized, type 3	AR	612526				
CAV1	1527	?Partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome	AD	606721				
CAV1	1527	Pulmonary hypertension, primary, 3	AD	615343				
CAV3	1529	Cardiomyopathy, familial hypertrophic	AD	192600				
CAV3	1529	Creatine phosphokinase, elevated serum	AD	123320				
CAV3	1529	Long QT syndrome 9	AD	611818				
CAV3	1529	Muscular dystrophy, limb-girdle, type IC	AR;AD	607801				
CAV3	1529	Myopathy, distal, Tateyama type	AD	614321				
CAV3	1529	Rippling muscle disease	AD	606072				
CBL	1541	?Juvenile myelomonocytic leukemia	AD	607785				
CBL	1541	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	AD	613563				
CBS	1550	Homocystinuria, B6-responsive and nonresponsive types	AR	236200				
CBS	1550	Thrombosis, hyperhomocysteinemic	AR	236200				
CBX2	1552	?46XY sex reversal 5	AR	613080				
CC2D1A	30237	Mental retardation, autosomal recessive 3	AR	608443				
CC2D2A	29253	COACH syndrome	AR	216360				
CC2D2A	29253	Joubert syndrome 9	AR	612285				
CC2D2A	29253	Meckel syndrome 6	AR	612284				
CCBE1	29426	Hennekam lymphangiectasia-lymphedema syndrome 1	AR	235510				
CCDC103	32700	Ciliary dyskinesia, primary, 17	AR	614679				
CCDC11	26530	Heterotaxy, visceral, 6, autosomal recessive	AR	614779				
CCDC114	26560	Ciliary dyskinesia, primary, 20	AR	615067				
CCDC115	28178	Congenital disorder of glycosylation, type IIo	AR	616828				
CCDC151	28303	Ciliary dyskinesia, primary, 30	AR	616037				
CCDC174	28033	Hypotonia, infantile, with psychomotor retardation	AR	616816				
CCDC22	28909	Ritscher-Schinzel syndrome 2	XR	300963				
CCDC28B	28163	{Bardet-Biedl syndrome 1, modifier of}	AR;DR	209900				
CCDC39	25244	Ciliary dyskinesia, primary, 14	AR	613807				
CCDC40	26090	Ciliary dyskinesia, primary, 15	AR	613808				
CCDC41	17966	Nephronophthisis 18	AR	615862				
CCDC50	18111	?Deafness, autosomal dominant 44	AD	607453				
CCDC65	29937	Ciliary dyskinesia, primary, 27	AR	615504				
CCDC78	14153	?Centronuclear myopathy 4	AD	614807				
CCDC8	25367	3-M syndrome 3	AR	614205				
CCDC88A	25523	?PEHO syndrome-like	AR	617507				
CCDC88C	19967	?Spinocerebellar ataxia 40	AD	616053				
CCDC88C	19967	Hydrocephalus, nonsyndromic, autosomal recessive	AR	236600				
CCM2	21708	Cerebral cavernous malformations-2	AD	603284				
CCNA2	1578	Mental retardation	AR		21937992		svak dokumentasjon men beholdes	
CCND2	1583	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	AD	615938				
CCNO	18576	Ciliary dyskinesia, primary, 29	AR	615872				
CCT5	1618	Neuropathy, hereditary sensory, with spastic paraplegia	AR	256840				
CD151	1630	Nephropathy with pretibial epidermolysis bullosa and deafness	AR	609057				
CD164	1632	?Deafness, autosomal dominant 66	AD	616969				
CD19	1633	Immunodeficiency, common variable, 3	AR	613493				
CD247	1677	?Immunodeficiency 25	AR	610163				
CD27	11922	Lymphoproliferative syndrome 2	AR	615122				
CD2AP	14258	Glomerulosclerosis, focal segmental, 3	AD;AR	607832	26997877			
CD320	16692	Methylmalonic aciduria, transient, due to transcobalamin receptor defect	AR	613646				
CD36	1663	Platelet glycoprotein IV deficiency	AR	608404				
CD3D	1673	Immunodeficiency 19	AR	615617				
CD3E	1674	Immunodeficiency 18	AR	615615				
CD3E	1674	Immunodeficiency 18, SCID variant	AR	615615				
CD3G	1675	Immunodeficiency 17, CD3 gamma deficient	AR	615607				
CD40	11919	Immunodeficiency with hyper-IgM, type 3	AR	606843				
CD40LG	11935	Immunodeficiency, X-linked, with hyper-IgM	XR	308230				
CD46	6953	{Hemolytic uremic syndrome, atypical, susceptibility to, 2}	AR;AD	612922	16621965			
CD55	2665	Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy	AR	226300				
CD59	1689	Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy	AR	612300				
CD79A	1698	Agammaglobulinemia 3	AR	613501				
CD79B	1699	Agammaglobulinemia 6	AR	612692				
CD81	1701	Immunodeficiency, common variable, 6	AR	613496				
CD8A	1706	CD8 deficiency, familial	AR	608957				
CD96	16892	C syndrome	AD	211750				
CDAN1	1713	Dyserythropoietic anemia, congenital, type Ia	AR	224120				
CDC14A	1718	Deafness, autosomal recessive 105	AR	616958				
CDC42	1736	Takenouchi-Kosaki syndrome	AD	616737	29394990			
CDC45	1739	Meier-Gorlin syndrome 7	AR	617063				
CDC6	1744	?Meier-Gorlin syndrome 5	AR	613805				
CDC73	16783	Hyperparathyroidism, familial primary	AD	145000				
CDC73	16783	Hyperparathyroidism-jaw tumor syndrome	AD	145001				
CDC73	16783	Parathyroid adenoma with cystic changes	AD	145001				
CDC73	16783	Parathyroid carcinoma	AD	608266				
CDCA7	14628	Immunodeficiency-centromeric instability-facial anomalies syndrome 3	AR	616910				
CDH1	1748	Blepharocheilodontic syndrome 1	AD	119580				
CDH1	1748	Gastric cancer, familial diffuse, with or without cleft lip and/or palate	AD	137215				
CDH15	1754	Mental retardation, autosomal dominant 3		612580				
CDH23	13733	Deafness, autosomal recessive 12	AR	601386				
CDH23	13733	Usher syndrome, type 1D	AR;DR	601067				
CDH23	13733	Usher syndrome, type 1D/F digenic	AR;DR	601067				
CDH3	1762	Mental retardation, autosomal dominant 3	AD	612580				
CDH3	1762	Ectodermal dysplasia, ectrodactyly, and macular dystrophy	AR	225280				
CDH3	1762	Hypotrichosis, congenital, with juvenile macular dystrophy	AR	601553				
CDHR1	14550	Cone-rod dystrophy 15	AR	613660				
CDHR1	14550	Retinitis pigmentosa 65	AR	613660				
CDK10	1770	Al Kaissi syndrome	AR	617694				
CDK13	1733	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	AD	617360				
CDK16	8749	Mental retardation, X-linked	X		25644381			
CDK4	1773	{Melanoma, cutaneous malignant, 3}	AD	609048				
CDK5	1774	?Lissencephaly 7 with cerebellar hypoplasia	AR	616342				
CDK5RAP2	18672	Microcephaly 3, primary, autosomal recessive	AR	604804				
CDK6	1777	?Microcephaly 12, primary, autosomal recessive	AR	616080				
CDKL5	11411	Epileptic encephalopathy, early infantile, 2	XD	300672				
CDKN1B	1785	Multiple endocrine neoplasia, type IV	AD	610755				
CDKN1C	1786	Beckwith-Wiedemann syndrome	AD	130650				
CDKN1C	1786	IMAGE syndrome	AD	614732				
CDKN2A	1787	Melanoma and neural system tumor syndrome	AD	155755				
CDKN2A	1787	Pancreatic cancer/melanoma syndrome	AD	606719				
CDON	17104	Holoprosencephaly 11	AD;IC	614226				
CDSN	1802	Hypotrichosis 2	AD	146520				
