# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	HGNC	Omim gene entry	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
1	33352097	33360247	NM_002143.2	0	+	HPCA	5144	142622		ENSG00000121905	ENST00000373467	33354499	33359463	33352097,33354478,33359124,33359365	33352116,33354877,33359230,33360247
1	33476825	33502512	NM_001625.3	0	-	AK2	362	103020		ENSG00000004455	ENST00000354858	33478781	33502429	33476825,33480122,33486967,33487193,33490042,33502336	33479003,33480195,33487062,33487304,33490168,33502512
1	35225341	35229325	NM_153212.2	0	+	GJB4	4286	605425	CX30.3	ENSG00000189433	ENST00000339480	35226855	35227656	35225341,35226533	35225389,35229325
1	35246789	35251965	NM_024009.2	0	+	GJB3	4285	603324	CX31	ENSG00000188910	ENST00000373366	35250363	35251176	35246789,35250338	35247379,35251965
1	35451766	35497569	NM_007167.3	0	-	ZMYM6	13050	613567	ZNF198L4,MYM,Buster2,ZBED7	ENSG00000163867	ENST00000357182	35452704	35496240	35451766,35457834,35469568,35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35484953,35485983,35496147,35497415	35454536,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35496314,35497569
1	36560836	36590685	NM_005202.3	0	-	COL8A2	2216	120252	PPCD,FECD1,PPCD2	ENSG00000171812	ENST00000303143	36563169	36565843	36560836,36565650,36581308,36590657	36565088,36565859,36581353,36590685
1	36931643	36948915	NM_000760.3	0	-	CSF3R	2439	138971	GCSFR	ENSG00000119535	ENST00000373106	36931957	36945097	36931643,36932830,36933158,36933422,36933675,36934756,36935252,36937033,36937666,36937838,36938117,36939035,36939364,36940977,36945033,36947078,36948411	36932428,36932912,36933252,36933563,36933822,36934858,36935441,36937247,36937740,36937992,36938287,36939223,36939488,36941274,36945117,36947138,36948915
1	38000049	38019945	NM_024700.3	0	-	SNIP1	30587	608241	PML1	ENSG00000163877	ENST00000296215	38003348	38019830	38000049,38005757,38018245,38019606	38003613,38006356,38018348,38019945
1	38076950	38100595	NM_001038633.3	0	-	RSPO1	21679	609595	FLJ40906,RSPONDIN	ENSG00000169218	ENST00000356545	38078426	38095333	38076950,38077420,38079375,38079855,38082155,38095239,38097515,38097958,38100237	38077349,38078593,38079564,38080005,38082347,38095621,38097694,38098025,38100595
1	38275238	38325292	NM_005955.2	0	-	MTF1	7428	600172		ENSG00000188786	ENST00000373036	38280807	38323330	38275238,38283090,38287792,38289381,38297916,38300750,38301342,38304296,38305591,38322922,38325202	38281238,38283154,38288388,38289484,38297994,38300887,38301416,38304428,38305830,38323381,38325292
1	40306705	40349183	NM_017646.5	0	-	TRIT1	20286	617840	FLJ20061,IPT	ENSG00000043514	ENST00000316891	40307415	40349163	40306705,40309772,40310202,40312891,40313219,40313657,40315790,40318402,40319641,40322946,40348989	40307585,40309890,40310312,40312969,40313332,40313769,40315933,40318548,40319738,40323089,40349183
1	40420783	40435640	NM_001136493.2	0	+	MFSD2A	25897	614397	FLJ14490	ENSG00000168389	ENST00000372809	40420964	40435240	40420783,40422758,40424333,40430882,40431142,40431528,40432272,40432482,40432757,40433299,40433475,40434005,40434240,40435176	40421057,40422893,40424497,40431006,40431221,40431686,40432363,40432604,40432841,40433383,40433588,40434149,40434417,40435640
1	40538381	40563142	NM_000310.3	0	-	PPT1	9325	600722	CLN1,INCL	ENSG00000131238	ENST00000433473	40539732	40562910	40538381,40542513,40544231,40546068,40555081,40557000,40557716,40558069,40562786	40539855,40542585,40544330,40546159,40555184,40557071,40557844,40558179,40563142
1	40723721	40759856	NM_005857.4	0	+	ZMPSTE24	12877	606480	FACE-1,Ste24p,STE24,HGPS,PRO1	ENSG00000084073	ENST00000372759	40723943	40758341	40723721,40726510,40733457,40734090,40735646,40737565,40747014,40751596,40756525,40758116	40724066,40726657,40733544,40734207,40735799,40737707,40747199,40751701,40756669,40759856
1	40766162	40782939	NM_001852.3	0	-	COL9A2	2218	120260	MED	ENSG00000049089	ENST00000372748	40766853	40782869	40766162,40767483,40768292,40768802,40769201,40769478,40769599,40769735,40769991,40770147,40770465,40771386,40771814,40773117,40773374,40773863,40775609,40775782,40775935,40776385,40776764,40776901,40777171,40777333,40777730,40778127,40778245,40778402,40779876,40780023,40781261,40782794	40767053,40767561,40768481,40768857,40769348,40769511,40769644,40769771,40770063,40770201,40770519,40771440,40771859,40773171,40773428,40773917,40775663,40775836,40775989,40776439,40776818,40776958,40777219,40777387,40777784,40778151,40778281,40778456,40779939,40780059,40781336,40782939
1	41249683	41306124	NM_004700.3	0	+	KCNQ4	6298	603537	Kv7.4	ENSG00000117013	ENST00000347132	41249765	41304195	41249683,41282936,41283835,41284176,41285018,41285546,41285836,41287985,41289768,41296755,41298685,41300638,41303336,41303982	41250079,41283027,41283962,41284352,41285144,41285657,41285932,41288074,41289930,41296976,41298785,41300770,41303466,41306124
1	41444970	41478237	NM_001905.3	0	+	CTPS1	2519	123860	GATD5	ENSG00000171793	ENST00000372621	41448962	41475917	41444970,41448949,41450492,41453043,41454265,41456836,41457436,41461588,41463065,41466700,41467831,41468785,41471722,41473120,41474330,41474465,41475116,41475832,41477329	41445501,41449128,41450663,41453144,41454382,41456920,41457517,41461740,41463198,41466789,41467926,41468848,41471766,41473217,41474386,41474562,41475261,41475926,41478237
1	43198763	43205925	NM_148960.2	0	-	CLDN19	2040	610036		ENSG00000164007	ENST00000296387	43200756	43205734	43198763,43201548,43203899,43204091,43205511	43200805,43201701,43203984,43204256,43205925
1	43212005	43232755	NM_022356.3	0	-	LEPRE1	19316	610339		ENSG00000117385	ENST00000397054	43212367	43232642	43212005,43212942,43213393,43213870,43215856,43217944,43218207,43220539,43220835,43221218,43223453,43224522,43224871,43227993,43232177	43212523,43213083,43213469,43213988,43216007,43218040,43218335,43220661,43220888,43221308,43223593,43224654,43225061,43228146,43232755
1	43391045	43424847	NM_006516.2	0	-	SLC2A1	11005	138140	DYT18,DYT9	ENSG00000117394	ENST00000426263	43392711	43424322	43391045,43393275,43394602,43394880,43395263,43395543,43396296,43396716,43408896,43424304	43392912,43393479,43394704,43394985,43395451,43395706,43396537,43396877,43408992,43424847
1	43803474	43820135	NM_005373.2	0	+	MPL	7217	159530	CD110,TPOR	ENSG00000117400	ENST00000372470	43803519	43818443	43803474,43803769,43804212,43804941,43805634,43806057,43812115,43812462,43814513,43814933,43817886,43818188	43803598,43803902,43804391,43805240,43805797,43806184,43812300,43812605,43814673,43815030,43817974,43820135
1	43855555	43919918	NM_015284.3	0	+	SZT2	29040	615463	FLJ10387,SZT2B,RP11-506B15.1,FLJ34502,SZT2A	ENSG00000198198	ENST00000562955	43855639	43916151	43855555,43868847,43869271,43870050,43880752,43881630,43882205,43885404,43885823,43886419,43886844,43887753,43888150,43888439,43888769,43889887,43890454,43890783,43891144,43891505,43891708,43892385,43892726,43892951,43893200,43893673,43893910,43895373,43895681,43895981,43896166,43896619,43896935,43897130,43897386,43897942,43898187,43898398,43898659,43900056,43900870,43902841,43903076,43903265,43903461,43904369,43904599,43905028,43905275,43905551,43906123,43906884,43907174,43907356,43907670,43907938,43908112,43908489,43908858,43909022,43909267,43911564,43911849,43912012,43912625,43913215,43913519,43913749,43914282,43915773,43916007	43855666,43868973,43869445,43870221,43880884,43881772,43882312,43885615,43885994,43886654,43886974,43887896,43888303,43888554,43888987,43890103,43890533,43890878,43891313,43891620,43891822,43892480,43892850,43893116,43893405,43893789,43894157,43895515,43895774,43896060,43896460,43896761,43897043,43897194,43897572,43898110,43898275,43898470,43898861,43900156,43901000,43902994,43903179,43903371,43903573,43904488,43904764,43905113,43905440,43905719,43906257,43907051,43907272,43907489,43907801,43908039,43908289,43908757,43908938,43909148,43909467,43911655,43911930,43912087,43912839,43913369,43913642,43914155,43914399,43915842,43919918
1	43996530	44089343	NM_002840.4	0	+	PTPRF	9670	179590		ENSG00000142949	ENST00000359947	44010746	44087674	43996530,44003868,44010701,44019162,44019470,44035260,44044480,44054401,44056642,44057482,44058127,44063418,44064390,44067741,44069086,44069281,44070573,44070860,44071199,44071910,44072484,44075053,44079288,44083115,44083406,44084300,44084718,44084958,44085350,44085765,44086124,44086508,44086767,44087605	43996761,44003948,44010837,44019308,44019612,44035449,44044591,44054671,44057224,44057619,44058272,44063724,44064584,44067768,44069204,44069860,44070671,44071114,44071293,44072129,44072639,44075169,44079386,44083239,44083582,44084420,44084873,44085244,44085529,44085892,44086250,44086663,44086903,44089343
1	44173167	44396837	NM_006279.4	0	+	ST3GAL3	10866	606494		ENSG00000126091	ENST00000361392	44201933	44395893	44173167,44201903,44257772,44280562,44303890,44360054,44363906,44364839,44365212,44386075,44386453,44395803	44173364,44202051,44257820,44280605,44303983,44360149,44363970,44364935,44365399,44386222,44386600,44396837
1	44462154	44497164	NM_001024845.2	0	-	SLC6A9	11056	601019	GLYT1	ENSG00000196517	ENST00000372310	44463216	44489949	44462154,44463526,44466438,44466627,44466835,44467061,44467984,44468183,44468524,44474024,44475636,44476397,44489919,44496977	44463411,44463697,44466539,44466727,44466970,44467299,44468088,44468318,44468657,44474295,44475768,44476554,44490034,44497164
1	45287937	45308616	NM_003738.4	0	-	PTCH2	9586	603673		ENSG00000117425	ENST00000372192	45288086	45308604	45287937,45288740,45288914,45291921,45292159,45292573,45292838,45293073,45293514,45293967,45294177,45294653,45294828,45295073,45295285,45295580,45296519,45297377,45297646,45297823,45307518,45308532	45288341,45288840,45289057,45292059,45292440,45292754,45292981,45293386,45293863,45294086,45294303,45294746,45294984,45295205,45295433,45295702,45296715,45297469,45297716,45298013,45307711,45308616
1	45316193	45452394	NM_020365.4	0	-	EIF2B3	3259	606273	EIF2Bgamma,EIF-2B	ENSG00000070785	ENST00000360403	45316622	45446840	45316193,45323375,45340349,45341289,45345489,45347283,45363026,45392299,45407177,45443986,45446692,45452164	45316675,45323479,45340498,45341367,45345680,45347411,45363116,45392411,45407337,45444132,45446849,45452394
1	45477804	45481341	NM_000374.4	0	+	UROD	12591	613521		ENSG00000126088	ENST00000246337	45477937	45481170	45477804,45478578,45478807,45478963,45479265,45479580,45480110,45480407,45480611,45481008	45477957,45478691,45478887,45479026,45479463,45479742,45480248,45480508,45480678,45481341
1	45794913	45806142	NM_001128425.1	0	-	MUTYH	7527	604933	MYH	ENSG00000132781	ENST00000450313	45794977	45805926	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799275,45800183,45806142
1	45805341	45809650	NM_025077.3	0	+	TOE1	15954	613931	hCaf1z	ENSG00000132773	ENST00000372090	45805924	45809374	45805341,45806744,45806974,45807144,45807620,45808055,45808514,45808753	45805976,45806887,45807015,45807241,45807779,45808315,45808674,45809650
1	45965855	45976739	NM_015506.2	0	+	MMACHC	24525	609831	DKFZP564I122,cblC	ENSG00000132763	ENST00000401061	45966004	45974887	45965855,45973027,45973883,45974467	45966085,45973222,45974036,45976739
1	46654352	46664121	NM_017739.3	0	-	POMGNT1	19139	606822	FLJ20277,MGAT1.2,LGMD2O	ENSG00000085998	ENST00000371984	46654941	46663493	46654352,46655129,46655525,46656144,46656391,46657769,46657979,46658189,46658571,46658845,46658976,46659235,46659526,46659945,46660224,46660515,46661482,46661683,46662402,46662641,46663373,46664007	46655029,46655239,46655661,46656189,46656456,46657895,46658108,46658262,46658630,46658887,46659060,46659311,46659597,46660073,46660323,46660633,46661596,46661749,46662521,46662756,46663543,46664121
1	47715810	47779819	NM_003035.2	0	-	STIL	10879	181590	MCPH7	ENSG00000123473	ENST00000337817	47716807	47775991	47715810,47725960,47728574,47735306,47737747,47745912,47748016,47753222,47755106,47759129,47761436,47765576,47767232,47767905,47770560,47775947,47779707	47717594,47726211,47728785,47735538,47737913,47746881,47748131,47753332,47755257,47759216,47761520,47765824,47767420,47768018,47770668,47776034,47779819
1	47881743	47883724	NM_012186.2	0	+	FOXE3	3808	601094	FREAC8	ENSG00000186790	ENST00000335071	47881987	47882947	47881743	47883724
1	52838500	52870143	NM_004153.3	0	-	ORC1	8487	601902	HSORC1,PARC1	ENSG00000085840	ENST00000371568	52838852	52867895	52838500,52840481,52841101,52847313,52849091,52849501,52850221,52850832,52851523,52854113,52854888,52859114,52861717,52863356,52867033,52867800,52869917	52839047,52840569,52841271,52847433,52849241,52849609,52850393,52850934,52851621,52854309,52854993,52859475,52862036,52863535,52867161,52867900,52870143
1	53152013	53164038	NM_023077.2	0	-	COA7	25716	615623	FLJ12439,RESA1	ENSG00000162377	ENST00000371538	53153391	53163998	53152013,53158398,53163892	53153840,53158539,53164038
1	53392900	53517289	NM_002979.4	0	+	SCP2	10606	184755		ENSG00000116171	ENST00000371514	53393068	53516376	53392900,53407467,53413680,53416426,53420411,53427174,53440440,53442354,53443888,53446067,53453700,53480561,53493640,53504588,53513529,53516280	53393137,53407525,53413752,53416558,53420476,53427301,53440504,53442441,53444039,53446215,53453808,53480715,53493743,53504718,53513609,53517289
1	53662100	53679869	NM_000098.2	0	+	CPT2	2330	600650	CPTASE	ENSG00000157184	ENST00000371486	53662615	53679267	53662100,53666390,53667994,53675686,53678935	53662767,53666471,53668101,53676991,53679869
1	55222570	55230226	NM_152268.3	0	-	PARS2	30563	612036	DKFZp727A071	ENSG00000162396	ENST00000371279	55223406	55224834	55222570,55230133	55224863,55230226
1	55315299	55352921	NM_014762.3	0	-	DHCR24	2859	606418	KIAA0018,seladin-1	ENSG00000116133	ENST00000371269	55317905	55352792	55315299,55319106,55319709,55330975,55337022,55340765,55341614,55349290,55352561	55318059,55319285,55319907,55331119,55337286,55340884,55341720,55349446,55352921
1	55464616	55474465	NM_057176.2	0	+	BSND	16512	606412	BART	ENSG00000162399	ENST00000371265	55464859	55474301	55464616,55470694,55472669,55473886	55465036,55470789,55472945,55474465
1	55505148	55530526	NM_174936.3	0	+	PCSK9	20001	607786	NARC-1,FH3	ENSG00000169174	ENST00000302118	55505510	55529257	55505148,55509515,55512195,55517950,55518322,55521665,55523003,55523708,55524171,55525158,55527047,55529041	55505717,55509707,55512319,55518084,55518464,55521862,55523187,55523882,55524320,55525336,55527229,55530526
1	57320442	57383894	NM_000562.2	0	+	C8A	1352	120950		ENSG00000157131	ENST00000361249	57320574	57383389	57320442,57333281,57340621,57341734,57347117,57349153,57351599,57372339,57373628,57378075,57383237	57320651,57333375,57340766,57341882,57347307,57349354,57351840,57372465,57373786,57378298,57383894
1	57394882	57431813	NM_000066.3	0	-	C8B	1353	120960		ENSG00000021852	ENST00000371237	57395076	57431621	57394882,57397482,57399007,57406521,57409368,57411493,57415227,57417720,57420358,57422441,57425692,57431529	57395231,57397551,57399161,57406685,57409497,57411734,57415425,57417853,57420500,57422583,57425849,57431813
1	57463578	58716211	NM_021080.3	0	-	DAB1	2661	603448		ENSG00000173406	ENST00000371234	57476367	57756702	57463578,57476352,57476817,57480555,57489203,57491653,57528556,57535032,57536695,57537194,57537955,57602215,57610962,57756635,58115263,58349670,58715911	57463801,57476463,57476945,57481104,57489312,57491716,57528616,57535098,57536734,57537314,57538087,57602314,57611102,57756838,58115337,58349834,58716211
1	59041094	59043166	NM_002353.2	0	-	TACSTD2	11530	137290	TROP2,GA733-1,EGP-1	ENSG00000184292	ENST00000371225	59041856	59042828	59041094	59043166
1	61547979	61928460	NM_005595.4	0	+	NFIA	7784	600727	NFI-L,KIAA1439	ENSG00000162599	ENST00000403491	61548463	61921051	61547979,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61920974	61548490,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61928460
1	62920396	63154039	NM_001271999.1	0	-	DOCK7	19190	615730	KIAA1771,ZIR2	ENSG00000116641	ENST00000251157	62921084	63153935	62920396,62923208,62939652,62940878,62941377,62941737,62943370,62954604,62958374,62959945,62961251,62962009,62970300,62971352,62973632,62976247,62979141,62979386,62993821,62994947,63001163,63003561,63005215,63005422,63008278,63009326,63010617,63018402,63021495,63024659,63027287,63042932,63044498,63048854,63052177,63084376,63085570,63090929,63096910,63099168,63100443,63102207,63113361,63113776,63114085,63119395,63119654,63128695,63153897	62921127,62923376,62939759,62941022,62941614,62941827,62943505,62954736,62958518,62960138,62961352,62962168,62970453,62971487,62973729,62976344,62979277,62979569,62993976,62995117,63001303,63003732,63005329,63005563,63008374,63009416,63010710,63018572,63021660,63024891,63027374,63043034,63044637,63048925,63052295,63084539,63085664,63091072,63097076,63099249,63100593,63102274,63113447,63113989,63114215,63119464,63119830,63128801,63154039
1	63063157	63071976	NM_014495.3	0	+	ANGPTL3	491	604774		ENSG00000132855	ENST00000371129	63063237	63070488	63063157,63064366,63066752,63067439,63067955,63069639,63070303	63063732,63064477,63066867,63067553,63068051,63069906,63071976
1	63833260	63904233	NM_013339.3	0	+	ALG6	23157	604566		ENSG00000088035	ENST00000371108	63836648	63902691	63833260,63836441,63862183,63867924,63870123,63871987,63872732,63876816,63877596,63879731,63881543,63885040,63894403,63894598,63902493	63833358,63836730,63862268,63868014,63870212,63872070,63872797,63877002,63877732,63879817,63881628,63885111,63894472,63894797,63904233
